nama_prov,value_prov,nama_kab,value_kab,variable_kec,nama_kec,value_kec,kab,kec
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,"TEUPAH SELATAN",1101010,01,010
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,"SIMEULUE TIMUR",1101020,01,020
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,"TEUPAH BARAT",1101021,01,021
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,"SIMEULUE TENGAH",1101030,01,030
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,"TELUK DALAM",1101031,01,031
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,SALANG,1101040,01,040
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,"SIMEULUE BARAT",1101050,01,050
"NANGGROE ACEH DARUSSALAM",11,SIMEULUE,1101,SUB_DISTRI,ALAFAN,1101051,01,051
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"PULAU BANYAK",1102010,02,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,SINGKIL,1102020,02,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"SINGKIL UTARA",1102021,02,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"KUALA BARU",1102022,02,022
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"SIMPANG KANAN",1102030,02,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"GUNUNG MERIAH",1102031,02,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"DANAU PARIS",1102032,02,032
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,SURO,1102033,02,033
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,SINGKOHOR,1102042,02,042
"NANGGROE ACEH DARUSSALAM",11,"ACEH SINGKIL",1102,SUB_DISTRI,"KOTA BAHARU",1102043,02,043
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,TRUMON,1103010,03,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"TRUMON TIMUR",1103011,03,011
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,BAKONGAN,1103020,03,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"BAKONGAN TIMUR",1103021,03,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"KLUET SELATAN",1103030,03,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"KLUET TIMUR",1103031,03,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"KLUET UTARA",1103040,03,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"PASIE RAJA",1103041,03,041
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"KLUET TENGAH",1103042,03,042
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"TAPAK TUAN",1103050,03,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"SAMA DUA",1103060,03,060
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,SAWANG,1103070,03,070
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,MEUKEK,1103080,03,080
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"LABUHAN HAJI",1103090,03,090
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"LABUHAN HAJI TIMUR",1103091,03,091
"NANGGROE ACEH DARUSSALAM",11,"ACEH SELATAN",1103,SUB_DISTRI,"LABUHAN HAJI BARAT",1103092,03,092
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"LAWE ALAS",1104010,04,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"BABUL RAHMAD",1104011,04,011
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"TANOH ALAS",1104012,04,012
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"LAWE SIGALA-GALA",1104020,04,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"BABUL MAKMUR",1104021,04,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,SEMADAM,1104022,04,022
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,LAUSER,1104023,04,023
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,BAMBEL,1104030,04,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"BUKIT TUSAM",1104031,04,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"LAWE SUMUR",1104032,04,032
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,BABUSSALAM,1104040,04,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"LAWE BULAN",1104041,04,041
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,BADAR,1104050,04,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"DARUL HASANAH",1104051,04,051
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,KETAMBE,1104052,04,052
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGGARA",1104,SUB_DISTRI,"DELENG POKHKISEN",1104053,04,053
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"SERBA JADI",1105080,05,080
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"SIMPANG JERNIH",1105081,05,081
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,PEUNARON,1105082,05,082
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"BIREM BAYEUN",1105090,05,090
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"RANTAU SELAMAT",1105100,05,100
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"SUNGAI RAYA",1105101,05,101
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,PEUREULAK,1105110,05,110
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"PEUREULAK TIMUR",1105111,05,111
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"PEUREULAK BARAT",1105112,05,112
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"RANTO PEUREULAK",1105120,05,120
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"IDI RAYEUK",1105130,05,130
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,PEUDAWA,1105131,05,131
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"BANDA ALAM",1105132,05,132
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"IDI TUNONG",1105133,05,133
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"DARUL IHSAN",1105134,05,134
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"IDI TIMUR",1105135,05,135
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"DARUL AMAN",1105140,05,140
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,NURUSSALAM,1105150,05,150
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"DARUL FALAH",1105151,05,151
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,JULOK,1105160,05,160
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"INDRA MAKMUR",1105161,05,161
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"PANTE BIDARI",1105170,05,170
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,"SIMPANG ULIM",1105180,05,180
"NANGGROE ACEH DARUSSALAM",11,"ACEH TIMUR",1105,SUB_DISTRI,MADAT,1105181,05,181
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,LINGE,1106010,06,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,"ATU LINTANG",1106011,06,011
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,"JAGONG JEGET",1106012,06,012
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,BINTANG,1106020,06,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,"LUT TAWAR",1106031,06,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,KEBAYAKAN,1106032,06,032
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,PEGASING,1106040,06,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,BIES,1106041,06,041
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,BEBESEN,1106050,06,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,"KUTE PANANG",1106051,06,051
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,"SILIH NARA",1106060,06,060
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,KETOL,1106061,06,061
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,CELALA,1106062,06,062
"NANGGROE ACEH DARUSSALAM",11,"ACEH TENGAH",1106,SUB_DISTRI,"RUSIP ANTARA",1106063,06,063
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"JOHAN PAHLAWAN",1107050,07,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,SAMATIGA,1107060,07,060
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,BUBON,1107061,07,061
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"ARONGAN LAMBALEK",1107062,07,062
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,WOYLA,1107070,07,070
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"WOYLA BARAT",1107071,07,071
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"WOYLA TIMUR",1107072,07,072
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"KAWAY XVI",1107080,07,080
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,MEUREUBO,1107081,07,081
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"PANTAI CEUREMEN",1107082,07,082
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"PANTON REU",1107083,07,083
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT",1107,SUB_DISTRI,"SUNGAI MAS",1107090,07,090
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,LHOONG,1108010,08,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,LHONGA,1108020,08,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,LEUPUNG,1108021,08,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,INDRAPURI,1108030,08,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"KUTA COT GLIE",1108031,08,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,SEULIMEUM,1108040,08,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"KOTA JANTHO",1108041,08,041
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"LEMBAH SEULAWAH",1108042,08,042
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"MESJID RAYA",1108050,08,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,DARUSSALAM,1108060,08,060
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,BAITUSSALAM,1108061,08,061
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"KUTA BARO",1108070,08,070
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,MONTASIK,1108080,08,080
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"BLANG BINTANG",1108081,08,081
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"INGIN JAYA",1108090,08,090
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"KRUENG BARONA JAYA",1108091,08,091
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"SUKA MAKMUR",1108100,08,100
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"KUTA MALAKA",1108101,08,101
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"SIMPANG TIGA",1108102,08,102
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"DARUL IMARAH",1108110,08,110
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"DARUL KAMAL",1108111,08,111
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"PEUKAN BADA",1108120,08,120
"NANGGROE ACEH DARUSSALAM",11,"ACEH BESAR",1108,SUB_DISTRI,"PULO ACEH",1108130,08,130
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,GEUMPANG,1109010,09,010
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,MANE,1109011,09,011
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"GLUMPANG TIGA",1109070,09,070
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"GLUMPANG BARO",1109071,09,071
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,MUTIARA,1109080,09,080
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"MUTIARA TIMUR",1109081,09,081
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,TIRO/TRUSEB,1109090,09,090
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,TANGSE,1109100,09,100
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,KEUMALA,1109111,09,111
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,TITEUE,1109112,09,112
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,SAKTI,1109120,09,120
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,MILA,1109130,09,130
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"PADANG TIJI",1109140,09,140
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,DELIMA,1109150,09,150
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"GRONG GRONG",1109151,09,151
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,INDRAJAYA,1109160,09,160
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"PEUKAN BARO",1109170,09,170
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"KEMBANG TANJONG",1109180,09,180
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"SIMPANG TIGA",1109190,09,190
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"KOTA SIGLI",1109200,09,200
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,PIDIE,1109210,09,210
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,BATEE,1109220,09,220
"NANGGROE ACEH DARUSSALAM",11,PIDIE,1109,SUB_DISTRI,"MUARA TIGA",1109230,09,230
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,SAMALANGA,1110010,10,010
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,"SIMPANG MAMPLAM",1110011,10,011
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,PANDRAH,1110020,10,020
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,JEUNIEB,1110030,10,030
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,PEULIMBANG,1110031,10,031
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,PEUDADA,1110040,10,040
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,JULI,1110050,10,050
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,JEUMPA,1110060,10,060
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,"KOTA JUANG",1110061,10,061
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,KUALA,1110062,10,062
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,JANGKA,1110070,10,070
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,PEUSANGAN,1110080,10,080
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,"PEUSANGAN SELATAN",1110081,10,081
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,"PEUSANGAN SIBLAH KRUENG",1110082,10,082
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,MAKMUR,1110090,10,090
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,"GANDA PURA",1110100,10,100
"NANGGROE ACEH DARUSSALAM",11,BIREUEN,1110,SUB_DISTRI,"KUTA BLANG",1110101,10,101
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,SAWANG,1111010,11,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,NISAM,1111020,11,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"NISAM ANTARA",1111021,11,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"BANDA BARO",1111022,11,022
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"KUTA MAKMUR",1111030,11,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"SIMPANG KERAMAT",1111031,11,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"SYAMTALIRA BAYU",1111040,11,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"GEUREUDONG PASE",1111041,11,041
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"MEURAH MULIA",1111050,11,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,MATANGKULI,1111060,11,060
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"PAYA BAKONG",1111061,11,061
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"PIRAK TIMU",1111062,11,062
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"COT GIREK",1111070,11,070
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"TANAH JAMBO AYE",1111080,11,080
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,LANGKAHAN,1111081,11,081
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,SEUNUDON,1111090,11,090
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,BAKTIYA,1111100,11,100
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"BAKTIYA BARAT",1111101,11,101
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,LHOKSUKON,1111110,11,110
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"TANAH LUAS",1111120,11,120
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,NIBONG,1111121,11,121
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,SAMUDERA,1111130,11,130
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"SYAMTALIRA ARON",1111140,11,140
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"TANAH PASIR",1111150,11,150
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,LAPANG,1111151,11,151
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,"MUARA BATU",1111160,11,160
"NANGGROE ACEH DARUSSALAM",11,"ACEH UTARA",1111,SUB_DISTRI,DEWANTARA,1111170,11,170
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,MANGGENG,1112010,12,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,"LEMBAH SABIL",1112011,12,011
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,TANGAN-TANGAN,1112020,12,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,SETIA,1112021,12,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,"BLANG PIDIE",1112030,12,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,JEUMPA,1112031,12,031
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,SUSOH,1112040,12,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,"KUALA BATEE",1112050,12,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH BARAT DAYA",1112,SUB_DISTRI,"BABAH ROT",1112060,12,060
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"KUTA PANJANG",1113010,13,010
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"BLANG JERANGO",1113011,13,011
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,BLANGKEJEREN,1113020,13,020
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"PUTRI BETUNG",1113021,13,021
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"DABUN GELANG",1113022,13,022
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"BLANG PEGAYON",1113023,13,023
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,PINING,1113030,13,030
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"RIKIT GAIB",1113040,13,040
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"PANTAN CUACA",1113041,13,041
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,TERANGUN,1113050,13,050
"NANGGROE ACEH DARUSSALAM",11,"GAYO LUES",1113,SUB_DISTRI,"TRIPE JAYA",1113051,13,051
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"TAMIANG HULU",1114010,14,010
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"BANDAR PUSAKA",1114011,14,011
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"KEJURUAN MUDA",1114020,14,020
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,TENGGULUN,1114021,14,021
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,RANTAU,1114030,14,030
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"KOTA KUALA SIMPANG",1114040,14,040
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,SEURUWAY,1114050,14,050
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,BENDAHARA,1114060,14,060
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"BANDA MULIA",1114061,14,061
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"KARANG BARU",1114070,14,070
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,SEKERAK,1114071,14,071
"NANGGROE ACEH DARUSSALAM",11,"ACEH TAMIANG",1114,SUB_DISTRI,"MANYAK PAYED",1114080,14,080
