nama_prov,value_prov,nama_kab,value_kab,variable_kec,nama_kec,value_kec,kab,kec
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,"TANJUNG RAYA",1307030,07,030
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,MATUR,1307040,07,040
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,"IV KOTO",1307050,07,050
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,MALALAK,1307051,07,051
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,BANUHAMPU,1307061,07,061
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,"SUNGAI PUA",1307062,07,062
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,"IV ANGKAT CANDUNG",1307070,07,070
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,CANDUANG,1307071,07,071
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,BASO,1307080,07,080
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,"TILATANG KAMANG",1307090,07,090
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,"KAMANG MAGEK",1307091,07,091
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,PALEMBAYAN,1307100,07,100
"SUMATERA BARAT",13,AGAM,1307,SUB_DISTRI,PALUPUH,1307110,07,110
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,PAYAKUMBUH,1308010,08,010
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,AKABILURU,1308011,08,011
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,LUAK,1308020,08,020
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,"LAREH SAGO HALABAN",1308021,08,021
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,"SITUJUAH LIMO NAGARI",1308022,08,022
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,HARAU,1308030,08,030
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,GUGUAK,1308040,08,040
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,MUNGKA,1308041,08,041
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,SULIKI,1308050,08,050
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,"BUKIK BARISAN",1308051,08,051
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,"GUNUANG OMEH",1308060,08,060
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,"KAPUR IX",1308070,08,070
"SUMATERA BARAT",13,"LIMA PULUH KOTA",1308,SUB_DISTRI,"PANGKALAN KOTO BARU",1308080,08,080
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,BONJOL,1309070,09,070
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"TIGO NAGARI",1309071,09,071
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"SIMPANG ALAHAN MATI",1309072,09,072
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"LUBUK SIKAPING",1309080,09,080
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"DUA KOTO",1309100,09,100
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,PANTI,1309110,09,110
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"PADANG GELUGUR",1309111,09,111
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,RAO,1309121,09,121
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"MAPAT TUNGGUL",1309122,09,122
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"MAPAT TUNGGUL SELATAN",1309123,09,123
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"RAO SELATAN",1309124,09,124
"SUMATERA BARAT",13,PASAMAN,1309,SUB_DISTRI,"RAO UTARA",1309125,09,125
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,SANGIR,1310010,10,010
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,"SANGIR JUJUAN",1310020,10,020
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,"SANGIR BALAI JANGGO",1310021,10,021
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,"SANGIR BATANG HARI",1310030,10,030
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,"SUNGAI PAGU",1310040,10,040
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,"PAUAH DUO",1310041,10,041
"SUMATERA BARAT",13,"SOLOK SELATAN",1310,SUB_DISTRI,"KOTO PARIK GADANG DIATEH",1310050,10,050
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"SUNGAI RUMBAI",1311010,11,010
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"KOTO BESAR",1311011,11,011
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"ASAM JUJUHAN",1311012,11,012
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"KOTO BARU",1311020,11,020
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"KOTO SALAK",1311021,11,021
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,TIUMANG,1311022,11,022
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"PADANG LAWEH",1311023,11,023
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,SITIUNG,1311030,11,030
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,TIMPEH,1311031,11,031
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"PULAU PUNJUNG",1311040,11,040
"SUMATERA BARAT",13,"DHARMAS RAYA",1311,SUB_DISTRI,"IX KOTO",1311041,11,041
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"SUNGAI BEREMAS",1312010,12,010
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"RANAH BATAHAN",1312020,12,020
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"KOTO BALINGKA",1312030,12,030
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"SUNGAI AUR",1312040,12,040
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"LEMBAH MALINTANG",1312050,12,050
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"GUNUNG TULEH",1312060,12,060
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,TALAMAU,1312070,12,070
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,PASAMAN,1312080,12,080
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"LUHAK NAN DUO",1312090,12,090
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,"SASAK RANAH PASISIE",1312100,12,100
"SUMATERA BARAT",13,"PASAMAN BARAT",1312,SUB_DISTRI,KINALI,1312110,12,110
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"BUNGUS TELUK KABUNG",1371010,71,010
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"LUBUK KILANGAN",1371020,71,020
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"LUBUK BEGALUNG",1371030,71,030
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"PADANG SELATAN",1371040,71,040
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"PADANG TIMUR",1371050,71,050
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"PADANG BARAT",1371060,71,060
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"PADANG UTARA",1371070,71,070
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,NANGGALO,1371080,71,080
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,KURANJI,1371090,71,090
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,PAUH,1371100,71,100
"SUMATERA BARAT",13,"KOTA PADANG",1371,SUB_DISTRI,"KOTO TANGAH",1371110,71,110
"SUMATERA BARAT",13,"KOTA SOLOK",1372,SUB_DISTRI,"LUBUK SIKARAH",1372010,72,010
"SUMATERA BARAT",13,"KOTA SOLOK",1372,SUB_DISTRI,"TANJUNG HARAPAN",1372020,72,020
"SUMATERA BARAT",13,"KOTA SAWAH LUNTO",1373,SUB_DISTRI,SILUNGKANG,1373010,73,010
"SUMATERA BARAT",13,"KOTA SAWAH LUNTO",1373,SUB_DISTRI,"LEMBAH SEGAR",1373020,73,020
"SUMATERA BARAT",13,"KOTA SAWAH LUNTO",1373,SUB_DISTRI,BARANGIN,1373030,73,030
"SUMATERA BARAT",13,"KOTA SAWAH LUNTO",1373,SUB_DISTRI,TALAWI,1373040,73,040
"SUMATERA BARAT",13,"KOTA PADANG PANJANG",1374,SUB_DISTRI,"PADANG PANJANG BARAT",1374010,74,010
"SUMATERA BARAT",13,"KOTA PADANG PANJANG",1374,SUB_DISTRI,"PADANG PANJANG TIMUR",1374020,74,020
"SUMATERA BARAT",13,"KOTA BUKITTINGGI",1375,SUB_DISTRI,"GUGUK PANJANG",1375010,75,010
"SUMATERA BARAT",13,"KOTA BUKITTINGGI",1375,SUB_DISTRI,"MANDIANGIN KOTO SELAYAN",1375020,75,020
"SUMATERA BARAT",13,"KOTA BUKITTINGGI",1375,SUB_DISTRI,"AUR BIRUGO TIGO BALEH",1375030,75,030
"SUMATERA BARAT",13,"KOTA PAYAKUMBUH",1376,SUB_DISTRI,"PAYAKUMBUH BARAT",1376010,76,010
"SUMATERA BARAT",13,"KOTA PAYAKUMBUH",1376,SUB_DISTRI,"PAYAKUMBUH SELATAN",1376011,76,011
"SUMATERA BARAT",13,"KOTA PAYAKUMBUH",1376,SUB_DISTRI,"PAYAKUMBUH TIMUR",1376020,76,020
"SUMATERA BARAT",13,"KOTA PAYAKUMBUH",1376,SUB_DISTRI,"PAYAKUMBUH UTARA",1376030,76,030
"SUMATERA BARAT",13,"KOTA PAYAKUMBUH",1376,SUB_DISTRI,"PAYAKUMBUH LAMPOSI TIGO NAGORI",1376031,76,031
"SUMATERA BARAT",13,"KOTA PARIAMAN",1377,SUB_DISTRI,"PARIAMAN SELATAN",1377010,77,010
"SUMATERA BARAT",13,"KOTA PARIAMAN",1377,SUB_DISTRI,"PARIAMAN TENGAH",1377020,77,020
"SUMATERA BARAT",13,"KOTA PARIAMAN",1377,SUB_DISTRI,"PARIAMAN TIMUR",1377021,77,021
"SUMATERA BARAT",13,"KOTA PARIAMAN",1377,SUB_DISTRI,"PARIAMAN UTARA",1377030,77,030
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"KUANTAN MUDIK",1401010,01,010
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"HULU KUANTAN",1401011,01,011
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"GUNUNG TOAR",1401012,01,012
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,SINGINGI,1401020,01,020
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"SINGINGI HILIR",1401021,01,021
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"KUANTAN TENGAH",1401030,01,030
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,BENAI,1401040,01,040
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"KUANTAN HILIR",1401050,01,050
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,PANGEAN,1401051,01,051
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,"LOGAS TANAH DARAT",1401052,01,052
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,CERENTI,1401060,01,060
RIAU,14,"KUANTAN SINGINGI",1401,SUB_DISTRI,INUMAN,1401061,01,061
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,PERANAP,1402010,02,010
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"BATANG PERANAP",1402011,02,011
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,SEBERIDA,1402020,02,020
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"BATANG CENAKU",1402021,02,021
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"BATANG GANSAL",1402022,02,022
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,KELAYANG,1402030,02,030
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"RAKIT KULIM",1402031,02,031
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"PASIR PENYU",1402040,02,040
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,LIRIK,1402041,02,041
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"SUNGAI LALA",1402042,02,042
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"LUBUK BATU JAYA",1402043,02,043
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"RENGAT BARAT",1402050,02,050
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,RENGAT,1402060,02,060
RIAU,14,"INDRAGIRI HULU",1402,SUB_DISTRI,"KUALA CENAKU",1402061,02,061
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,KERITANG,1403010,03,010
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,KEMUNING,1403011,03,011
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,RETEH,1403020,03,020
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"SUNGAI BATANG",1403021,03,021
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,ENOK,1403030,03,030
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"TANAH MERAH",1403040,03,040
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"KUALA INDRAGIRI",1403050,03,050
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,CONCONG,1403051,03,051
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,TEMBILAHAN,1403060,03,060
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"TEMBILAHAN HULU",1403061,03,061
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,TEMPULING,1403070,03,070
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,KEMPAS,1403071,03,071
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"BATANG TUAKA",1403080,03,080
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"GAUNG ANAK SERKA",1403090,03,090
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,GAUNG,1403100,03,100
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,MANDAH,1403110,03,110
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,KATEMAN,1403120,03,120
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,PELANGIRAN,1403121,03,121
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"TELUK BELENGKONG",1403122,03,122
RIAU,14,"INDRAGIRI HILIR",1403,SUB_DISTRI,"PULAU BURUNG",1403123,03,123
RIAU,14,PELALAWAN,1404,SUB_DISTRI,LANGGAM,1404010,04,010
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"PANGKALAN KERINCI",1404011,04,011
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"BANDAR SEIKIJANG",1404012,04,012
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"PANGKALAN KURAS",1404020,04,020
RIAU,14,PELALAWAN,1404,SUB_DISTRI,UKUI,1404021,04,021
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"PANGKALAN LESUNG",1404022,04,022
RIAU,14,PELALAWAN,1404,SUB_DISTRI,BUNUT,1404030,04,030
RIAU,14,PELALAWAN,1404,SUB_DISTRI,PELALAWAN,1404031,04,031
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"BANDAR PETALANGAN",1404032,04,032
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"KUALA KAMPAR",1404040,04,040
RIAU,14,PELALAWAN,1404,SUB_DISTRI,KERUMUTAN,1404041,04,041
RIAU,14,PELALAWAN,1404,SUB_DISTRI,"TELUK MERANTI",1404042,04,042
RIAU,14,"S I A K",1405,SUB_DISTRI,MINAS,1405010,05,010
RIAU,14,"S I A K",1405,SUB_DISTRI,"SUNGAI MANDAU",1405011,05,011
RIAU,14,"S I A K",1405,SUB_DISTRI,KANDIS,1405012,05,012
RIAU,14,"S I A K",1405,SUB_DISTRI,SIAK,1405020,05,020
RIAU,14,"S I A K",1405,SUB_DISTRI,"KERINCI KANAN",1405021,05,021
RIAU,14,"S I A K",1405,SUB_DISTRI,TUALANG,1405022,05,022
RIAU,14,"S I A K",1405,SUB_DISTRI,DAYUN,1405023,05,023
RIAU,14,"S I A K",1405,SUB_DISTRI,"LUBUK DALAM",1405024,05,024
RIAU,14,"S I A K",1405,SUB_DISTRI,"KOTO GASIB",1405025,05,025
RIAU,14,"S I A K",1405,SUB_DISTRI,MEMPURA,1405026,05,026
RIAU,14,"S I A K",1405,SUB_DISTRI,"SUNGAI APIT",1405030,05,030
RIAU,14,"S I A K",1405,SUB_DISTRI,"BUNGA RAYA",1405031,05,031
RIAU,14,"S I A K",1405,SUB_DISTRI,"SABAK AUH",1405032,05,032
RIAU,14,"S I A K",1405,SUB_DISTRI,PUSAKO,1405033,05,033
RIAU,14,KAMPAR,1406,SUB_DISTRI,"KAMPAR KIRI",1406010,06,010
RIAU,14,KAMPAR,1406,SUB_DISTRI,"KAMPAR KIRI HULU",1406011,06,011
RIAU,14,KAMPAR,1406,SUB_DISTRI,"KAMPAR KIRI HILIR",1406012,06,012
RIAU,14,KAMPAR,1406,SUB_DISTRI,"GUNUNG SAHILAN",1406013,06,013
RIAU,14,KAMPAR,1406,SUB_DISTRI,"KAMPAR KIRI TENGAH",1406014,06,014
RIAU,14,KAMPAR,1406,SUB_DISTRI,"XIII KOTO KAMPAR",1406020,06,020
RIAU,14,KAMPAR,1406,SUB_DISTRI,"BANGKINANG BARAT",1406030,06,030
RIAU,14,KAMPAR,1406,SUB_DISTRI,SALO,1406031,06,031
RIAU,14,KAMPAR,1406,SUB_DISTRI,TAPUNG,1406040,06,040
RIAU,14,KAMPAR,1406,SUB_DISTRI,"TAPUNG HULU",1406041,06,041
RIAU,14,KAMPAR,1406,SUB_DISTRI,"TAPUNG HILIR",1406042,06,042
RIAU,14,KAMPAR,1406,SUB_DISTRI,BANGKINANG,1406050,06,050
RIAU,14,KAMPAR,1406,SUB_DISTRI,"BANGKINANG SEBERANG",1406051,06,051
RIAU,14,KAMPAR,1406,SUB_DISTRI,KAMPAR,1406060,06,060
RIAU,14,KAMPAR,1406,SUB_DISTRI,"KAMPAR TIMUR",1406061,06,061
RIAU,14,KAMPAR,1406,SUB_DISTRI,"RUMBIO JAYA",1406062,06,062
RIAU,14,KAMPAR,1406,SUB_DISTRI,"KAMPAR UTARA",1406063,06,063
RIAU,14,KAMPAR,1406,SUB_DISTRI,TAMBANG,1406070,06,070
RIAU,14,KAMPAR,1406,SUB_DISTRI,"SIAK HULU",1406080,06,080
RIAU,14,KAMPAR,1406,SUB_DISTRI,"PERHENTIAN RAJA",1406081,06,081
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"ROKAN IV KOTO",1407010,07,010
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"PENDALIAN IV KOTO",1407011,07,011
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,TANDUN,1407020,07,020
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,KABUN,1407021,07,021
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"UJUNG BATU",1407022,07,022
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"RAMBAH SAMO",1407030,07,030
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,RAMBAH,1407040,07,040
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"RAMBAH HILIR",1407041,07,041
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"BANGUN PURBA",1407042,07,042
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,TAMBUSAI,1407050,07,050
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"TAMBUSAI UTARA",1407051,07,051
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,KEPENUHAN,1407060,07,060
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"KEPENUHAN HULU",1407061,07,061
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"KUNTO DARUSSALAM",1407070,07,070
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"PAGARAN TAPAH DARUSSALAM",1407071,07,071
RIAU,14,"ROKAN HULU",1407,SUB_DISTRI,"BONAI DARUSSALAM",1407072,07,072
RIAU,14,BENGKALIS,1408,SUB_DISTRI,MANDAU,1408010,08,010
RIAU,14,BENGKALIS,1408,SUB_DISTRI,PINGGIR,1408011,08,011
RIAU,14,BENGKALIS,1408,SUB_DISTRI,"BUKIT BATU",1408020,08,020
RIAU,14,BENGKALIS,1408,SUB_DISTRI,"SIAK KECIL",1408021,08,021
RIAU,14,BENGKALIS,1408,SUB_DISTRI,RUPAT,1408030,08,030
RIAU,14,BENGKALIS,1408,SUB_DISTRI,"RUPAT UTARA",1408031,08,031
RIAU,14,BENGKALIS,1408,SUB_DISTRI,BENGKALIS,1408040,08,040
RIAU,14,BENGKALIS,1408,SUB_DISTRI,BANTAN,1408050,08,050
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"TANAH PUTIH",1409010,09,010
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,PUJUD,1409011,09,011
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"TANAH PUTIH TANJUNG MELAWAN",1409012,09,012
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"RANTAU KOPAR",1409013,09,013
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"BAGAN SINEMBAH",1409020,09,020
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"SIMPANG KANAN",1409021,09,021
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,KUBU,1409030,09,030
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"PASIR LIMAU KAPAS",1409031,09,031
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,BANGKO,1409040,09,040
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,SINABOI,1409041,09,041
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"BATU HAMPAR",1409042,09,042
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"RIMBA MELINTANG",1409050,09,050
RIAU,14,"ROKAN HILIR",1409,SUB_DISTRI,"BANGKO PUSAKO",1409051,09,051
RIAU,14,"KEPULAUAN MERANTI",1410,SUB_DISTRI,"TEBING TINGGI BARAT",1410010,10,010
RIAU,14,"KEPULAUAN MERANTI",1410,SUB_DISTRI,"TEBING TINGGI",1410020,10,020
RIAU,14,"KEPULAUAN MERANTI",1410,SUB_DISTRI,RANGSANG,1410030,10,030
RIAU,14,"KEPULAUAN MERANTI",1410,SUB_DISTRI,"RANGSANG BARAT",1410040,10,040
RIAU,14,"KEPULAUAN MERANTI",1410,SUB_DISTRI,MERBAU,1410050,10,050
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,TAMPAN,1471010,71,010
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,"PAYUNG SEKAKI",1471011,71,011
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,"BUKIT RAYA",1471020,71,020
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,"MARPOYAN DAMAI",1471021,71,021
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,"TENAYAN RAYA",1471022,71,022
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,LIMAPULUH,1471030,71,030
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,SAIL,1471040,71,040
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,"PEKANBARU KOTA",1471050,71,050
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,SUKAJADI,1471060,71,060
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,SENAPELAN,1471070,71,070
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,RUMBAI,1471080,71,080
RIAU,14,"KOTA PEKANBARU",1471,SUB_DISTRI,"RUMBAI PESISIR",1471081,71,081
RIAU,14,"KOTA D U M A I",1473,SUB_DISTRI,"BUKIT KAPUR",1473010,73,010
RIAU,14,"KOTA D U M A I",1473,SUB_DISTRI,"MEDANG KAMPAI",1473011,73,011
RIAU,14,"KOTA D U M A I",1473,SUB_DISTRI,"SUNGAI SEMBILAN",1473012,73,012
RIAU,14,"KOTA D U M A I",1473,SUB_DISTRI,"DUMAI BARAT",1473020,73,020
RIAU,14,"KOTA D U M A I",1473,SUB_DISTRI,"DUMAI TIMUR",1473030,73,030
JAMBI,15,KERINCI,1501,SUB_DISTRI,"GUNUNG RAYA",1501010,01,010
JAMBI,15,KERINCI,1501,SUB_DISTRI,"BATANG MERANGIN",1501020,01,020
JAMBI,15,KERINCI,1501,SUB_DISTRI,"KELILING DANAU",1501030,01,030
JAMBI,15,KERINCI,1501,SUB_DISTRI,"DANAU KERINCI",1501040,01,040
JAMBI,15,KERINCI,1501,SUB_DISTRI,"SITINJAU LAUT",1501050,01,050
JAMBI,15,KERINCI,1501,SUB_DISTRI,"AIR HANGAT",1501070,01,070
JAMBI,15,KERINCI,1501,SUB_DISTRI,"AIR HANGAT TIMUR",1501071,01,071
JAMBI,15,KERINCI,1501,SUB_DISTRI,"DEPATI VII",1501072,01,072
JAMBI,15,KERINCI,1501,SUB_DISTRI,"GUNUNG KERINCI",1501080,01,080
JAMBI,15,KERINCI,1501,SUB_DISTRI,SIULAK,1501081,01,081
JAMBI,15,KERINCI,1501,SUB_DISTRI,"KAYU ARO",1501090,01,090
JAMBI,15,KERINCI,1501,SUB_DISTRI,"GUNUNG TUJUH",1501091,01,091
JAMBI,15,MERANGIN,1502,SUB_DISTRI,JANGKAT,1502010,02,010
JAMBI,15,MERANGIN,1502,SUB_DISTRI,"SUNGAI TENANG",1502011,02,011
JAMBI,15,MERANGIN,1502,SUB_DISTRI,"MUARA SIAU",1502020,02,020
JAMBI,15,MERANGIN,1502,SUB_DISTRI,"LEMBAH MASURAI",1502021,02,021
JAMBI,15,MERANGIN,1502,SUB_DISTRI,"TIANG PUMPUNG",1502022,02,022
JAMBI,15,MERANGIN,1502,SUB_DISTRI,PAMENANG,1502030,02,030
JAMBI,15,MERANGIN,1502,SUB_DISTRI,"PAMENANG BARAT",1502031,02,031
JAMBI,15,MERANGIN,1502,SUB_DISTRI,"RENAH PAMENANG",1502032,02,032
